contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
cellular,195.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,1,1,71
telephone,138.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,3,1,48
cellular,217.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,2,1,55
cellular,473.0,-2.9,92.201,-31.4,0.861,5076.2,1000.0,0,1,50
cellular,53.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,3,1,47
cellular,264.0,1.4,93.444,-36.1,4.964,5228.1,1002.0,2,1,66
cellular,644.5,-2.9,92.201,-31.4,0.879,5076.2,1002.0,2,1,51
cellular,259.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,3,1,27
cellular,239.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,64
cellular,127.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,46
cellular,348.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,37
cellular,183.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,1,1,62
cellular,562.0,-1.8,93.369,-34.8,0.654,5008.7,1003.0,2,1,40
cellular,166.0,-1.8,92.893,-46.2,1.327,5099.1,1003.0,0,1,41
cellular,212.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,1,1,57
telephone,57.0,1.4,94.465,-41.8,4.866,5228.1,1001.0,1,1,51
cellular,57.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,47
telephone,644.5,1.1,93.994,-36.4,4.857,5191.0,1001.0,3,1,43
telephone,170.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,0,1,41
cellular,81.0,1.4,93.444,-36.1,4.97,5228.1,1000.0,3,1,76
telephone,39.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,3,1,35
cellular,585.0,-2.9,92.201,-31.4,0.838,5076.2,1003.0,0,1,67
cellular,224.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,4,1,41
cellular,644.5,-1.7,94.055,-39.8,0.739,4991.6,1001.0,2,1,44
cellular,92.0,-1.8,92.893,-46.2,1.334,5099.1,1002.0,3,1,42
telephone,126.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,0,1,55
telephone,394.0,1.4,94.465,-41.8,4.962,5228.1,1002.0,0,1,51
cellular,644.5,-1.8,93.075,-47.1,1.365,5099.1,1002.0,0,1,55
cellular,190.0,-1.8,93.075,-47.1,1.479,5099.1,1000.0,2,1,52
cellular,93.0,-2.9,92.963,-40.8,1.262,5076.2,1001.0,2,1,33
telephone,155.0,1.4,94.465,-41.8,4.96,5228.1,1003.0,1,1,66
telephone,156.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,2,1,45
cellular,96.0,-2.9,92.201,-31.4,0.884,5076.2,997.0,0,3,31
cellular,140.0,-1.7,94.027,-38.3,0.896,4991.6,1002.0,2,1,47
telephone,644.5,-1.8,92.893,-46.2,1.291,5099.1,1005.0,1,1,29
cellular,644.5,1.4,93.444,-36.1,4.965,5228.1,1005.0,4,1,54
cellular,644.5,1.4,93.918,-42.7,4.961,5228.1,1005.0,0,1,41
cellular,644.5,-3.4,92.649,-30.1,0.715,5017.5,1001.0,2,1,54
cellular,142.0,-2.9,92.201,-31.4,0.883,5076.2,1000.0,2,1,73
cellular,97.0,-3.0,92.713,-33.0,0.712,5023.5,1002.0,2,2,75
cellular,234.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,55
telephone,52.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,47
cellular,548.0,-2.9,92.963,-40.8,1.268,5076.2,1001.0,0,1,39
cellular,28.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,0,1,50
telephone,118.0,-1.8,93.075,-47.1,1.415,5099.1,1002.0,0,1,38
telephone,644.5,1.4,94.465,-41.8,4.961,5228.1,1001.0,1,1,55
cellular,329.0,-0.1,93.2,-42.0,4.076,5195.8,1003.0,2,1,62
cellular,64.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,2,1,32
telephone,94.0,1.4,94.465,-41.8,4.967,5228.1,1000.0,1,1,44
cellular,112.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,4,1,37
telephone,23.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,36
telephone,191.0,-1.8,92.893,-46.2,1.313,5099.1,1002.0,0,1,40
cellular,180.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,0,1,40
telephone,358.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2,1,53
telephone,49.0,1.4,94.465,-41.8,4.958,5228.1,1001.0,3,1,54
telephone,232.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,0,1,42
telephone,88.0,1.4,93.918,-42.7,4.966,5228.1,1000.0,0,1,49
cellular,143.0,1.4,93.918,-42.7,4.963,5228.1,1004.0,2,1,29
cellular,245.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,44
cellular,232.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,64
telephone,168.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,52
telephone,471.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2,1,50
telephone,88.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,49
cellular,477.0,-1.8,93.075,-47.1,1.406,5099.1,1001.0,2,1,46
cellular,248.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,1,1,56
telephone,185.0,1.1,93.994,-36.4,4.856,5191.0,1005.0,1,1,49
cellular,415.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,35
telephone,17.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,2,1,56
telephone,158.0,-0.1,93.2,-42.0,4.343,5195.8,1000.0,0,1,44
cellular,158.0,-1.8,93.075,-47.1,1.453,5099.1,1001.0,2,1,51
cellular,55.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,38
cellular,644.5,-1.7,94.215,-40.3,0.896,4991.6,1001.0,2,1,39
cellular,509.0,-1.1,94.601,-49.5,1.0,4963.6,997.0,4,3,57
cellular,281.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,0,1,47
cellular,207.0,-1.8,92.843,-50.0,1.726,5099.1,997.0,2,3,53
cellular,482.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1,1,53
cellular,205.0,1.4,93.444,-36.1,4.965,5228.1,1005.0,2,1,45
cellular,107.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,2,1,58
cellular,122.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,0,1,36
cellular,116.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,52
cellular,55.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,41
cellular,394.0,-1.7,94.027,-38.3,0.898,4991.6,1005.0,0,1,51
telephone,100.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,40
cellular,84.0,-1.7,94.215,-40.3,0.861,4991.6,1005.0,2,2,61
telephone,350.0,1.1,93.994,-36.4,4.856,5191.0,1003.0,0,1,50
telephone,468.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,4,1,42
cellular,239.0,1.4,93.918,-42.7,4.962,5228.1,1004.0,5,1,62
cellular,95.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,2,1,60
cellular,275.0,-1.8,92.893,-46.2,1.299,5099.1,1000.0,2,1,42
telephone,119.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,47
cellular,214.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,46
cellular,165.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,2,1,58
cellular,72.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1,1,39
telephone,184.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,2,1,59
telephone,216.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,1,1,43
cellular,61.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,2,1,48
cellular,427.0,-1.7,94.055,-39.8,0.748,4991.6,997.0,4,6,43
cellular,185.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,0,1,49
cellular,235.0,1.4,93.444,-36.1,4.968,5228.1,1005.0,0,1,53
cellular,644.5,-1.8,93.075,-47.1,1.405,5099.1,1000.0,0,1,47
telephone,358.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,2,1,63
telephone,343.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,3,1,53
cellular,225.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,39
cellular,280.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,3,1,42
telephone,146.0,1.4,94.465,-41.8,4.958,5228.1,1002.0,3,1,48
cellular,47.0,-1.8,92.893,-46.2,1.244,5099.1,1003.0,0,1,58
telephone,542.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,0,1,34
telephone,23.0,1.4,94.465,-41.8,4.962,5228.1,1005.0,1,1,54
telephone,644.5,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,45
telephone,127.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,0,1,53
telephone,149.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,2,1,70
cellular,92.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,67
cellular,250.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,2,1,26
cellular,50.0,-1.8,92.893,-46.2,1.299,5099.1,1003.0,2,1,47
cellular,193.0,1.4,93.444,-36.1,4.966,5228.1,1001.0,0,1,47
cellular,65.0,1.4,93.918,-42.7,4.962,5228.1,1004.0,3,1,63
telephone,197.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,2,1,52
cellular,57.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,2,1,46
cellular,130.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,4,1,47
telephone,156.0,-2.9,92.201,-31.4,0.884,5076.2,1000.0,0,1,55
cellular,328.0,-1.8,93.876,-40.0,0.683,5008.7,997.0,2,5,50
telephone,117.0,-3.4,92.649,-30.1,0.722,5017.5,1004.0,0,1,54
cellular,362.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,2,1,56
telephone,238.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,3,1,57
cellular,210.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,56
cellular,119.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,1,1,64
cellular,329.0,-1.8,93.075,-47.1,1.483,5099.1,1001.0,2,1,34
cellular,644.5,1.4,93.918,-42.7,4.961,5228.1,1000.0,2,1,45
cellular,76.0,-1.8,92.893,-46.2,1.291,5099.1,1002.0,2,1,41
telephone,65.0,1.4,94.465,-41.8,4.864,5228.1,1005.0,1,1,47
telephone,118.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,2,1,39
cellular,200.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,53
cellular,398.0,-2.9,92.201,-31.4,0.879,5076.2,1004.0,2,1,35
telephone,123.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,3,1,65
telephone,65.0,1.4,94.465,-41.8,4.864,5228.1,1005.0,0,1,47
telephone,546.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,0,1,47
cellular,153.0,-1.8,92.893,-46.2,1.291,5099.1,1000.0,2,1,40
telephone,184.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,1,1,46
cellular,274.0,-1.8,93.075,-47.1,1.445,5099.1,1002.0,2,1,42
cellular,423.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,3,1,57
cellular,94.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,0,1,49
cellular,440.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,2,1,53
telephone,46.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,2,1,57
telephone,85.0,1.1,93.994,-36.4,4.859,5191.0,1003.0,0,1,47
cellular,547.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,2,1,38
cellular,644.5,1.4,93.918,-42.7,4.963,5228.1,1001.0,0,1,34
cellular,210.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,2,1,56
telephone,309.0,1.4,94.465,-41.8,4.958,5228.1,1004.0,0,1,70
telephone,100.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,0,1,42
telephone,257.0,1.1,93.994,-36.4,4.855,5191.0,1002.0,2,1,48
cellular,11.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,2,1,42
cellular,80.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,3,1,67
cellular,552.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,57
telephone,404.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,1,1,35
telephone,367.0,1.4,94.465,-41.8,4.962,5228.1,1000.0,3,1,65
telephone,130.0,1.1,93.994,-36.4,4.859,5191.0,1003.0,0,1,32
cellular,209.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,0,1,39
telephone,312.0,1.4,94.465,-41.8,4.958,5228.1,1001.0,2,1,49
cellular,98.0,-0.1,93.2,-42.0,4.191,5195.8,1001.0,0,1,50
telephone,357.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,35
cellular,185.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,2,1,62
cellular,154.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,63
cellular,443.0,-1.8,92.893,-46.2,1.281,5099.1,1005.0,2,1,34
cellular,183.0,-1.8,93.075,-47.1,1.453,5099.1,1001.0,2,1,48
telephone,186.0,1.4,94.465,-41.8,4.967,5228.1,1001.0,2,1,49
telephone,644.5,1.1,93.994,-36.4,4.857,5191.0,1004.0,0,1,55
cellular,126.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,39
cellular,235.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,0,1,45
telephone,566.0,1.4,93.918,-42.7,4.959,5228.1,1002.0,0,1,48
cellular,87.0,-2.9,92.201,-31.4,0.881,5076.2,1000.0,0,1,48
telephone,395.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,2,1,69
cellular,205.0,-2.9,92.963,-40.8,1.266,5076.2,997.0,2,3,54
cellular,162.0,-2.9,92.201,-31.4,0.883,5076.2,1000.0,2,1,79
cellular,51.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,1,1,72
telephone,283.0,1.1,93.994,-36.4,4.857,5191.0,1005.0,5,1,62
cellular,130.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,1,1,56
cellular,429.0,1.4,93.444,-36.1,4.968,5228.1,1002.0,3,1,63
cellular,108.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,0,1,50
cellular,204.0,-1.8,92.893,-46.2,1.281,5099.1,997.0,0,3,42
telephone,355.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,67
telephone,241.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,2,1,52
cellular,225.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,2,1,34
telephone,262.0,1.4,94.465,-41.8,4.962,5228.1,1001.0,1,1,45
cellular,292.0,-1.8,93.749,-34.6,0.644,5008.7,1003.0,2,1,48
telephone,99.0,1.4,94.465,-41.8,4.864,5228.1,1003.0,2,1,70
cellular,57.0,1.4,93.918,-42.7,4.957,5228.1,1001.0,2,1,28
telephone,61.0,1.4,94.465,-41.8,4.967,5228.1,1000.0,1,1,63
cellular,482.0,1.4,93.918,-42.7,4.957,5228.1,1001.0,0,1,30
cellular,147.0,-2.9,92.469,-33.6,1.059,5076.2,997.0,2,2,40
telephone,35.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,2,1,42
cellular,125.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,38
cellular,227.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,0,1,40
cellular,157.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,0,1,56
cellular,118.0,-2.9,92.963,-40.8,1.262,5076.2,997.0,2,3,54
cellular,290.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,3,1,58
cellular,150.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,0,1,45
cellular,16.0,1.4,93.918,-42.7,4.968,5228.1,1005.0,0,1,43
cellular,95.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,0,1,35
cellular,249.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,2,1,43
cellular,197.0,-1.8,92.893,-46.2,1.334,5099.1,1001.0,2,1,38
telephone,113.0,1.4,94.465,-41.8,4.865,5228.1,1001.0,2,1,55
cellular,144.0,-1.8,92.893,-46.2,1.244,5099.1,1002.0,2,1,55
cellular,454.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,49
cellular,518.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,42
telephone,127.0,1.4,93.918,-42.7,4.957,5228.1,1005.0,0,1,31
cellular,120.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,1,1,41
cellular,108.0,1.4,93.918,-42.7,4.968,5228.1,1003.0,2,1,56
cellular,267.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,57
telephone,119.0,1.4,94.465,-41.8,4.958,5228.1,1000.0,2,1,55
cellular,75.0,-3.4,92.379,-29.8,0.75,5017.5,1001.0,2,1,45
telephone,120.0,1.4,94.465,-41.8,4.958,5228.1,1000.0,1,1,43
telephone,644.5,1.4,94.465,-41.8,4.961,5228.1,1005.0,0,1,46
telephone,174.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2,1,35
cellular,366.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,58
telephone,123.0,1.4,94.465,-41.8,4.96,5228.1,1000.0,0,1,42
telephone,107.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,3,1,44
telephone,66.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,55
cellular,161.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,3,1,49
cellular,81.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,3,1,48
cellular,144.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,2,1,62
cellular,644.5,-2.9,92.201,-31.4,0.879,5076.2,1001.0,2,1,35
telephone,125.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,47
cellular,74.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,0,1,34
cellular,313.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,2,1,64
cellular,135.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,37
cellular,644.5,-1.8,93.876,-40.0,0.682,5008.7,997.0,2,4,68
cellular,16.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,2,1,44
cellular,15.0,1.4,93.444,-36.1,4.962,5228.1,1004.0,2,1,53
cellular,242.0,-2.9,92.201,-31.4,0.838,5076.2,997.0,2,3,67
cellular,209.0,1.4,93.918,-42.7,4.962,5228.1,1003.0,2,1,58
cellular,257.0,-1.8,93.075,-47.1,1.41,5099.1,1002.0,2,1,35
cellular,90.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,4,1,50
cellular,77.0,-3.4,92.649,-30.1,0.714,5017.5,1000.0,2,1,48
telephone,399.0,1.4,94.465,-41.8,4.962,5228.1,1001.0,2,1,41
telephone,72.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,4,1,53
telephone,10.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,1,1,64
cellular,127.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,2,1,45
cellular,70.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,4,1,34
telephone,137.0,1.1,93.994,-36.4,4.864,5191.0,1000.0,2,1,41
cellular,178.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,2,1,68
cellular,463.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,2,1,50
cellular,14.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,2,1,35
telephone,609.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,65
cellular,536.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,4,1,65
cellular,209.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,3,1,42
cellular,113.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,38
telephone,16.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,39
cellular,644.5,1.4,93.918,-42.7,4.957,5228.1,1000.0,2,1,37
telephone,215.0,-2.9,92.201,-31.4,0.859,5076.2,1001.0,2,1,34
cellular,65.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,1,1,40
cellular,165.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,3,1,53
telephone,97.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,0,1,40
cellular,530.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,3,1,53
cellular,359.0,-2.9,92.201,-31.4,0.834,5076.2,1002.0,2,1,60
cellular,256.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,2,1,62
telephone,276.0,1.4,94.465,-41.8,4.96,5228.1,1002.0,2,1,38
cellular,401.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,37
cellular,140.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2,1,48
cellular,73.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,2,1,35
cellular,221.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,2,1,40
cellular,59.0,-1.8,92.893,-46.2,1.299,5099.1,1000.0,2,1,52
cellular,10.0,-0.1,93.2,-42.0,4.021,5195.8,1002.0,2,1,48
telephone,218.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,1,1,66
cellular,60.0,-1.8,92.893,-46.2,1.266,5099.1,1005.0,2,1,39
cellular,386.0,-1.1,94.767,-50.8,1.044,4963.6,1001.0,4,1,65
cellular,224.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0,1,48
telephone,17.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,2,1,52
cellular,257.0,-1.8,92.893,-46.2,1.334,5099.1,1000.0,3,1,46
cellular,108.0,1.4,93.444,-36.1,4.964,5228.1,1003.0,2,1,41
cellular,112.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,2,1,56
telephone,72.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,2,1,59
cellular,142.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,2,1,45
cellular,89.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,57
cellular,499.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,3,1,51
telephone,134.0,1.4,94.465,-41.8,4.864,5228.1,1002.0,0,1,43
cellular,128.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0,1,65
telephone,354.0,1.1,93.994,-36.4,4.858,5191.0,1004.0,5,1,40
cellular,136.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,2,1,39
cellular,644.5,-1.8,92.893,-46.2,1.334,5099.1,1000.0,1,1,63
cellular,644.5,-2.9,92.963,-40.8,1.262,5076.2,1002.0,4,2,43
cellular,70.0,-0.1,93.2,-42.0,4.191,5195.8,1001.0,1,1,42
telephone,56.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,2,1,45
telephone,255.0,1.1,93.994,-36.4,4.86,5191.0,1005.0,0,1,55
cellular,146.0,-0.1,93.2,-42.0,4.021,5195.8,1003.0,2,1,48
telephone,37.0,1.1,93.994,-36.4,4.856,5191.0,1005.0,2,1,60
cellular,52.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,2,1,39
telephone,250.0,1.4,94.465,-41.8,4.962,5228.1,1001.0,2,1,50
telephone,46.0,1.4,94.465,-41.8,4.96,5228.1,1000.0,2,1,51
telephone,114.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,49
cellular,644.5,-1.8,92.893,-46.2,1.313,5099.1,1001.0,0,1,53
cellular,277.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,35
telephone,101.0,1.4,94.465,-41.8,4.865,5228.1,1001.0,0,1,59
cellular,221.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,4,1,43
cellular,557.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,2,1,45
cellular,503.0,-1.8,92.893,-46.2,1.334,5099.1,1002.0,2,1,43
telephone,192.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,1,1,46
telephone,335.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,2,1,38
telephone,154.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,1,1,51
telephone,306.0,-2.9,92.963,-40.8,1.262,5076.2,1001.0,0,1,46
cellular,317.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,48
cellular,302.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,2,1,39
cellular,446.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,0,1,37
telephone,322.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,2,1,43
telephone,175.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,3,1,46
cellular,644.5,-1.8,93.075,-47.1,1.453,5099.1,1000.0,4,1,54
telephone,96.0,1.4,94.465,-41.8,4.961,5228.1,1005.0,1,1,51
cellular,380.0,-1.8,93.075,-47.1,1.365,5099.1,1002.0,0,1,38
cellular,77.0,-3.0,92.713,-33.0,0.709,5023.5,1003.0,0,1,36
telephone,26.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,4,1,42
telephone,5.0,-1.1,94.199,-37.5,0.879,4963.6,1000.0,2,1,36
cellular,136.0,-1.8,92.843,-50.0,1.726,5099.1,1000.0,4,1,50
telephone,197.0,1.4,94.465,-41.8,4.967,5228.1,1002.0,0,1,49
telephone,404.0,1.4,94.465,-41.8,4.962,5228.1,1001.0,2,1,51
cellular,330.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,3,1,37
cellular,97.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,3,1,45
cellular,21.0,1.4,93.918,-42.7,4.968,5228.1,1005.0,2,1,37
cellular,644.5,1.4,93.444,-36.1,4.965,5228.1,1002.0,0,1,51
telephone,129.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,38
telephone,12.0,-0.2,92.756,-45.9,3.563,5176.3,1000.0,2,1,41
cellular,104.0,-1.8,93.075,-47.1,1.423,5099.1,1002.0,2,1,47
cellular,644.5,-2.9,92.963,-40.8,1.26,5076.2,1001.0,2,1,41
telephone,139.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,59
telephone,316.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,41
cellular,132.0,-0.1,93.2,-42.0,4.223,5195.8,1000.0,2,1,43
cellular,186.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,30
cellular,107.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,0,1,42
telephone,197.0,1.4,94.465,-41.8,4.967,5228.1,1001.0,2,1,47
cellular,61.0,-0.1,93.2,-42.0,4.191,5195.8,1002.0,4,1,50
cellular,324.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,2,1,47
cellular,60.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,2,1,47
telephone,347.0,1.4,94.465,-41.8,4.962,5228.1,1003.0,2,1,58
cellular,94.0,1.4,93.918,-42.7,4.957,5228.1,1002.0,1,1,53
cellular,331.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,43
cellular,122.0,1.4,93.918,-42.7,4.961,5228.1,1003.0,2,1,57
cellular,644.5,1.4,93.918,-42.7,4.968,5228.1,1005.0,0,1,36
cellular,141.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,30
